item_code,area_code,year,month,CPI,item_name,region_name
SEGD05,0000,2022,03,395.601,Financial services,US
SEGD04,0000,2022,03,230.969,Apparel services other than laundry and dry cleaning,US
SEGD03,0000,2022,03,201.936,Laundry and dry cleaning services,US
SEGD02,0000,2022,03,356.655,Funeral expenses,US
SEGD01,0000,2022,03,390.992,Legal services,US
SEGD,0000,2022,03,490.670,Miscellaneous personal services,US
SEGC01,0000,2022,03,188.353,Haircuts and other personal care services,US
SEGC,0000,2022,03,308.692,Personal care services,US
SEGB02,0000,2022,03,180.642,"Cosmetics, perfume, bath, nail preparations and implements",US
SEGB01,0000,2022,03,106.917,"Hair, dental, shaving, and miscellaneous personal care products",US
SEGB,0000,2022,03,163.175,Personal care products,US
SEGA02,0000,2022,03,312.062,Tobacco products other than cigarettes,US
SEGA01,0000,2022,03,545.331,Cigarettes,US
SEGA,0000,2022,03,1321.917,Tobacco and smoking products,US
SEFX,0000,2022,03,387.294,Alcoholic beverages away from home,US
SEFW03,0000,2022,03,176.435,Wine at home,US
SEFW02,0000,2022,03,203.254,Distilled spirits at home,US
SEFW01,0000,2022,03,251.206,"Beer, ale, and other malt beverages at home",US
SEFW,0000,2022,03,216.881,Alcoholic beverages at home,US
SEFV05,0000,2022,03,213.814,Other food away from home,US
SEFV04,0000,2022,03,183.600,Food from vending machines and mobile vendors,US
SEFV03,0000,2022,03,83.320,Food at employee sites and schools,US
SEFV02,0000,2022,03,212.352,Limited service meals and snacks,US
SEFV01,0000,2022,03,200.496,Full service meals and snacks,US
SEFV,0000,2022,03,321.689,Food away from home,US
SEFT06,0000,2022,03,150.805,Other miscellaneous foods,US
SEFT05,0000,2022,03,190.637,Baby food,US
SEFT04,0000,2022,03,274.890,"Spices, seasonings, condiments, sauces",US
SEFT03,0000,2022,03,285.590,Snacks,US
SEFT02,0000,2022,03,195.322,Frozen and freeze dried prepared foods,US
SEFT01,0000,2022,03,281.133,Soups,US
SEFT,0000,2022,03,257.224,Other foods,US
SEFS03,0000,2022,03,186.610,Other fats and oils including peanut butter,US
SEFS02,0000,2022,03,150.191,Salad dressing,US
SEFS01,0000,2022,03,237.806,Butter and margarine,US
SEFS,0000,2022,03,266.583,Fats and oils,US
SEFR03,0000,2022,03,173.430,Other sweets,US
SEFR02,0000,2022,03,170.255,Candy and chewing gum,US
SEFR01,0000,2022,03,223.019,Sugar and sugar substitutes,US
SEFR,0000,2022,03,251.096,Sugar and sweets,US
SEFP02,0000,2022,03,140.383,Other beverage materials including tea,US
SEFP01,0000,2022,03,217.111,Coffee,US
SEFP,0000,2022,03,129.147,Beverage materials including coffee and tea,US
SEFN03,0000,2022,03,136.766,Nonfrozen noncarbonated juices and drinks,US
SEFN02,0000,2022,03,186.970,Frozen noncarbonated juices and drinks,US
SEFN01,0000,2022,03,198.585,Carbonated drinks,US
SEFN,0000,2022,03,153.295,Juices and nonalcoholic drinks,US
SEFM03,0000,2022,03,172.266,Other processed fruits and vegetables including dried,US
SEFM02,0000,2022,03,163.465,Frozen fruits and vegetables,US
SEFM01,0000,2022,03,191.670,Canned fruits and vegetables,US
SEFM,0000,2022,03,179.737,Processed fruits and vegetables,US
SEFL04,0000,2022,03,365.095,Other fresh vegetables,US
SEFL03,0000,2022,03,351.782,Tomatoes,US
SEFL02,0000,2022,03,382.519,Lettuce,US
SEFL01,0000,2022,03,390.547,Potatoes,US
SEFL,0000,2022,03,366.541,Fresh vegetables,US
SEFK04,0000,2022,03,137.280,Other fresh fruits,US
SEFK03,0000,2022,03,304.733,Citrus fruits,US
SEFK02,0000,2022,03,205.368,Bananas,US
SEFK01,0000,2022,03,357.692,Apples,US
SEFK,0000,2022,03,409.552,Fresh fruits,US
SEFJ04,0000,2022,03,164.111,Other dairy and related products,US
SEFJ03,0000,2022,03,239.418,Ice cream and related products,US
SEFJ02,0000,2022,03,250.502,Cheese and related products,US
SEFJ01,0000,2022,03,167.724,Milk,US
SEFJ,0000,2022,03,245.258,Dairy and related products,US
SEFH,0000,2022,03,247.902,Eggs,US
SEFG02,0000,2022,03,168.075,Processed fish and seafood,US
SEFG01,0000,2022,03,222.437,Fresh fish and seafood,US
SEFG,0000,2022,03,347.215,Fish and seafood,US
SEFF02,0000,2022,03,178.389,Other uncooked poultry including turkey,US
SEFF01,0000,2022,03,179.990,Chicken,US
SEFF,0000,2022,03,278.705,Poultry,US
SEFE,0000,2022,03,266.046,Other meats,US
SEFD04,0000,2022,03,161.906,"Other pork including roasts, steaks, and ribs",US
SEFD03,0000,2022,03,237.240,Pork chops,US
SEFD02,0000,2022,03,243.372,Ham,US
SEFD01,0000,2022,03,198.545,"Bacon, breakfast sausage, and related products",US
SEFD,0000,2022,03,263.619,Pork,US
SEFC04,0000,2022,03,329.620,Uncooked other beef and veal,US
SEFC03,0000,2022,03,262.350,Uncooked beef steaks,US
SEFC02,0000,2022,03,316.201,Uncooked beef roasts,US
SEFC01,0000,2022,03,336.526,Uncooked ground beef,US
SEFC,0000,2022,03,392.812,Beef and veal,US
SEFB04,0000,2022,03,308.504,Other bakery products,US
SEFB03,0000,2022,03,322.175,"Cakes, cupcakes, and cookies",US
SEFB02,0000,2022,03,207.902,"Fresh biscuits, rolls, muffins",US
SEFB01,0000,2022,03,205.262,Bread,US
SEFB,0000,2022,03,343.758,Bakery products,US
SEFA03,0000,2022,03,266.558,"Rice, pasta, cornmeal",US
SEFA02,0000,2022,03,246.618,Breakfast cereal,US
SEFA01,0000,2022,03,273.106,Flour and prepared flour mixes,US
SEFA,0000,2022,03,255.990,Cereals and cereal products,US
SEEEC,0000,2022,03,47.120,Information technology commodities,US
SEEE04,0000,2022,03,10.875,"Telephone hardware, calculators, and other consumer information items",US
SEEE03,0000,2022,03,80.472,Internet services and electronic information providers,US
SEEE02,0000,2022,03,25.375,Computer software and accessories,US
SEEE01,0000,2022,03,40.302,"Computers, peripherals, and smart home assistants",US
SEEE,0000,2022,03,7.371,"Information technology, hardware and services",US
SEED04,0000,2022,03,140.640,Residential telephone services,US
SEED03,0000,2022,03,47.778,Wireless telephone services,US
SEED,0000,2022,03,94.339,Telephone services,US
SEEC02,0000,2022,03,375.506,Delivery services,US
SEEC01,0000,2022,03,339.273,Postage,US
SEEC,0000,2022,03,217.305,Postage and delivery services,US
SEEB04,0000,2022,03,262.782,Technical and business school tuition and fees,US
SEEB03,0000,2022,03,324.205,Day care and preschool,US
SEEB02,0000,2022,03,923.463,Elementary and high school tuition and fees,US
SEEB01,0000,2022,03,895.552,College tuition and fees,US
SEEB,0000,2022,03,799.517,"Tuition, other school fees, and childcare",US
SEEA,0000,2022,03,702.848,Educational books and supplies,US
SEAG02,0000,2022,03,185.559,Jewelry,US
SEAG01,0000,2022,03,151.237,Watches,US
SEAG,0000,2022,03,187.593,Jewelry and watches,US
SEAF,0000,2022,03,121.735,Infants' and toddlers' apparel,US
SEAE03,0000,2022,03,131.151,Women's footwear,US
SEAE02,0000,2022,03,167.136,Boys' and girls' footwear,US
SEAE01,0000,2022,03,150.070,Men's footwear,US
SEAE,0000,2022,03,145.306,Footwear,US
SEAD,0000,2022,03,101.935,Girls' apparel,US
SEAC04,0000,2022,03,107.575,"Women's underwear, nightwear, swimwear and accessories",US
SEAC03,0000,2022,03,75.798,Women's suits and separates,US
SEAC02,0000,2022,03,111.238,Women's dresses,US
SEAC01,0000,2022,03,100.774,Women's outerwear,US
SEAC,0000,2022,03,109.488,Women's apparel,US
SEAB,0000,2022,03,112.418,Boys' apparel,US
SEAA04,0000,2022,03,132.048,Men's pants and shorts,US
SEAA03,0000,2022,03,79.371,Men's shirts and sweaters,US
SEAA02,0000,2022,03,175.267,"Men's underwear, nightwear, swimwear and accessories",US
SEAA01,0000,2022,03,100.761,"Men's suits, sport coats, and outerwear",US
SEAA,0000,2022,03,127.740,Men's apparel,US
SATCLTB,0000,2022,03,133.923,Transportation commodities less motor fuel,US
SAT1,0000,2022,03,264.669,Private transportation,US
SAT,0000,2022,03,264.525,Transportation,US
SASLE,0000,2022,03,365.938,Services less energy services,US
SASL5,0000,2022,03,336.208,Services less medical care services,US
SASL2RS,0000,2022,03,372.608,Services less rent of shelter,US
SAS4,0000,2022,03,340.671,Transportation services,US
SAS367,0000,2022,03,384.312,Other services,US
SAS2RS,0000,2022,03,361.783,Rent of shelter,US
SAS24,0000,2022,03,238.961,Utilities and public transportation,US
SAS,0000,2022,03,354.058,Services,US
SARS,0000,2022,03,135.170,Recreation services,US
SARC,0000,2022,03,83.555,Recreation commodities,US
SAR,0000,2022,03,129.437,Recreation,US
SANL13,0000,2022,03,304.859,Nondurables less food and apparel,US
SANL113,0000,2022,03,310.037,"Nondurables less food, beverages, and apparel",US
SANL11,0000,2022,03,237.431,Nondurables less food and beverages,US
SANL1,0000,2022,03,239.355,Nondurables less food,US
SAN1D,0000,2022,03,288.245,Domestically produced farm food,US
SAN,0000,2022,03,265.380,Nondurables,US
SAM2,0000,2022,03,589.652,Medical care services,US
SAM1,0000,2022,03,385.084,Medical care commodities,US
SAM,0000,2022,03,539.739,Medical care,US
SAH31,0000,2022,03,103.480,Household furnishings and supplies,US
SAH3,0000,2022,03,141.358,Household furnishings and operations,US
SAH21,0000,2022,03,238.029,Household energy,US
SAH2,0000,2022,03,283.376,Fuels and utilities,US
SAH1,0000,2022,03,346.618,Shelter,US
SAH,0000,2022,03,293.577,Housing,US
SAGS,0000,2022,03,138.807,Other personal services,US
SAGC,0000,2022,03,125.472,Other goods,US
SAG1,0000,2022,03,254.111,Personal care,US
SAG,0000,2022,03,498.538,Other goods and services,US
SAF116,0000,2022,03,270.352,Alcoholic beverages,US
SAF115,0000,2022,03,241.804,Other food at home,US
SAF114,0000,2022,03,194.342,Nonalcoholic beverages and beverage materials,US
SAF1131,0000,2022,03,389.297,Fresh fruits and vegetables,US
SAF113,0000,2022,03,337.503,Fruits and vegetables,US
SAF11211,0000,2022,03,317.642,Meats,US
SAF1121,0000,2022,03,309.463,"Meats, poultry, and fish",US
SAF112,0000,2022,03,305.116,"Meats, poultry, fish, and eggs",US
SAF111,0000,2022,03,311.606,Cereals and bakery products,US
SAF11,0000,2022,03,278.612,Food at home,US
SAF1,0000,2022,03,295.728,Food,US
SAF,0000,2022,03,294.064,Food and beverages,US
SAES,0000,2022,03,116.652,Education and communication services,US
SAEC,0000,2022,03,66.925,Education and communication commodities,US
SAE21,0000,2022,03,71.568,Information and information processing,US
SAE2,0000,2022,03,75.866,Communication,US
SAE1,0000,2022,03,278.388,Education,US
SAE,0000,2022,03,143.475,Education and communication,US
SAD,0000,2022,03,127.471,Durables,US
SACL1E4,0000,2022,03,158.413,"Commodities less food, energy, and used cars and trucks",US
SACL1E,0000,2022,03,164.449,Commodities less food and energy commodities,US
SACL11,0000,2022,03,180.695,Commodities less food and beverages,US
SACL1,0000,2022,03,183.946,Commodities less food,US
SACE,0000,2022,03,375.027,Energy commodities,US
SAC,0000,2022,03,219.057,Commodities,US
SAA2,0000,2022,03,108.263,Women's and girls' apparel,US
SAA1,0000,2022,03,124.868,Men's and boys' apparel,US
SAA,0000,2022,03,128.919,Apparel,US
SA311,0000,2022,03,120.430,Apparel less footwear,US
SA0R,0000,2022,03,34.8,Purchasing power of the consumer dollar,US
SA0LE,0000,2022,03,289.456,All items less energy,US
SA0L5,0000,2022,03,275.372,All items less medical care,US
SA0L2,0000,2022,03,267.420,All items less shelter,US
SA0L1E,0000,2022,03,289.305,All items less food and energy,US
SA0L12E4,0000,2022,03,258.321,"All items less food, shelter, energy, and used cars and trucks",US
SA0L12E,0000,2022,03,257.366,"All items less food, shelter, and energy",US
SA0L12,0000,2022,03,260.018,All items less food and shelter,US
SA0L1,0000,2022,03,286.196,All items less food,US
SA0E,0000,2022,03,298.246,Energy,US
SA0,0000,2022,03,287.504,All items,US
AA0R,0000,2022,03,11.6,Purchasing power of the consumer dollar - old base,US
AA0,0000,2022,03,861.235,All items - old base,US
SS47016,0400,2022,02,327.605,"Gasoline, unleaded premium",West
SS47015,0400,2022,02,320.157,"Gasoline, unleaded midgrade",West
SS47014,0400,2022,02,332.621,"Gasoline, unleaded regular",West
SS4501A,0400,2022,02,117.856,New cars and trucks,West
SS45011,0400,2022,02,167.061,New cars,West
SETB01,0400,2022,02,335.897,Gasoline (all types),West
SETB,0400,2022,02,337.333,Motor fuel,West
SETA02,0400,2022,02,202.981,Used cars and trucks,West
SETA01,0400,2022,02,169.586,New vehicles,West
SETA,0400,2022,02,126.930,New and used motor vehicles,West
SEMC,0400,2022,02,386.503,Professional services,West
SEHF02,0400,2022,02,259.426,Utility (piped) gas service,West
SEHF01,0400,2022,02,341.086,Electricity,West
SEHF,0400,2022,02,310.804,Energy services,West
SEHC01,0400,2022,02,395.614,Owners' equivalent rent of primary residence,West
SEHC,0400,2022,02,395.783,Owners' equivalent rent of residences,West
SEHA,0400,2022,02,398.598,Rent of primary residence,West
SEFV,0400,2022,02,326.611,Food away from home,West
SEFJ,0400,2022,02,259.727,Dairy and related products,West
SEEB,0400,2022,02,1563.378,"Tuition, other school fees, and childcare",West
SATCLTB,0400,2022,02,134.464,Transportation commodities less motor fuel,West
SAT1,0400,2022,02,261.597,Private transportation,West
SAT,0400,2022,02,261.970,Transportation,West
SASLE,0400,2022,02,382.519,Services less energy services,West
SASL5,0400,2022,02,361.605,Services less medical care services,West
SASL2RS,0400,2022,02,389.312,Services less rent of shelter,West
SAS4,0400,2022,02,329.493,Transportation services,West
SAS367,0400,2022,02,379.258,Other services,West
SAS2RS,0400,2022,02,400.918,Rent of shelter,West
SAS,0400,2022,02,377.199,Services,West
SARS,0400,2022,02,134.703,Recreation services,West
SARC,0400,2022,02,84.815,Recreation commodities,West
SAR,0400,2022,02,122.253,Recreation,West
SANL13,0400,2022,02,289.879,Nondurables less food and apparel,West
SANL113,0400,2022,02,290.886,"Nondurables less food, beverages, and apparel",West
SANL11,0400,2022,02,221.901,Nondurables less food and beverages,West
SANL1,0400,2022,02,226.845,Nondurables less food,West
SAN,0400,2022,02,263.290,Nondurables,West
SAM2,0400,2022,02,600.663,Medical care services,West
SAM1,0400,2022,02,433.685,Medical care commodities,West
SAM,0400,2022,02,561.235,Medical care,West
SAH31,0400,2022,02,106.147,Household furnishings and supplies,West
SAH3,0400,2022,02,151.716,Household furnishings and operations,West
SAH21,0400,2022,02,309.516,Household energy,West
SAH2,0400,2022,02,360.162,Fuels and utilities,West
SAH1,0400,2022,02,376.280,Shelter,West
SAH,0400,2022,02,329.267,Housing,West
SAGS,0400,2022,02,136.720,Other personal services,West
SAGC,0400,2022,02,127.622,Other goods,West
SAG,0400,2022,02,490.764,Other goods and services,West
SAF116,0400,2022,02,285.027,Alcoholic beverages,West
SAF115,0400,2022,02,243.433,Other food at home,West
SAF114,0400,2022,02,203.121,Nonalcoholic beverages and beverage materials,West
SAF113,0400,2022,02,375.946,Fruits and vegetables,West
SAF112,0400,2022,02,319.495,"Meats, poultry, fish, and eggs",West
SAF111,0400,2022,02,289.271,Cereals and bakery products,West
SAF11,0400,2022,02,288.722,Food at home,West
SAF1,0400,2022,02,305.426,Food,West
SAF,0400,2022,02,304.228,Food and beverages,West
SAES,0400,2022,02,116.686,Education and communication services,West
SAEC,0400,2022,02,63.887,Education and communication commodities,West
SAE,0400,2022,02,141.868,Education and communication,West
SAD,0400,2022,02,129.329,Durables,West
SACL1E,0400,2022,02,161.474,Commodities less food and energy commodities,West
SACL11,0400,2022,02,174.406,Commodities less food and beverages,West
SACL1,0400,2022,02,178.753,Commodities less food,West
SACE,0400,2022,02,343.844,Energy commodities,West
SAC,0400,2022,02,217.767,Commodities,West
SAA,0400,2022,02,123.871,Apparel,West
SA0LE,0400,2022,02,301.662,All items less energy,West
SA0L5,0400,2022,02,289.227,All items less medical care,West
SA0L2,0400,2022,02,271.700,All items less shelter,West
SA0L1E,0400,2022,02,301.848,All items less food and energy,West
SA0L1,0400,2022,02,300.624,All items less food,West
SA0E,0400,2022,02,331.185,Energy,West
SA0,0400,2022,02,301.158,All items,West
AA0,0400,2022,02,486.805,All items - old base,West
SS47016,0300,2022,02,309.071,"Gasoline, unleaded premium",South
SS47015,0300,2022,02,319.902,"Gasoline, unleaded midgrade",South
SS47014,0300,2022,02,284.703,"Gasoline, unleaded regular",South
SS4501A,0300,2022,02,118.743,New cars and trucks,South
SS45011,0300,2022,02,173.253,New cars,South
SETB01,0300,2022,02,290.641,Gasoline (all types),South
SETB,0300,2022,02,292.312,Motor fuel,South
SETA02,0300,2022,02,213.031,Used cars and trucks,South
SETA01,0300,2022,02,174.304,New vehicles,South
SETA,0300,2022,02,130.720,New and used motor vehicles,South
SEMC,0300,2022,02,387.294,Professional services,South
SEHF02,0300,2022,02,237.872,Utility (piped) gas service,South
SEHF01,0300,2022,02,209.768,Electricity,South
SEHF,0300,2022,02,215.760,Energy services,South
SEHC01,0300,2022,02,310.618,Owners' equivalent rent of primary residence,South
SEHC,0300,2022,02,310.623,Owners' equivalent rent of residences,South
SEHA,0300,2022,02,325.362,Rent of primary residence,South
SEFV,0300,2022,02,317.675,Food away from home,South
SEFJ,0300,2022,02,240.727,Dairy and related products,South
SEEB,0300,2022,02,1402.142,"Tuition, other school fees, and childcare",South
SATCLTB,0300,2022,02,135.796,Transportation commodities less motor fuel,South
SAT1,0300,2022,02,259.523,Private transportation,South
SAT,0300,2022,02,256.401,Transportation,South
SASLE,0300,2022,02,349.087,Services less energy services,South
SASL5,0300,2022,02,316.153,Services less medical care services,South
