client_name,item_name,quarter,consumer_spend
225 CROSSWAYS REALTY LLC,Other services,2012-07-01,921395
225 CROSSWAYS REALTY LLC,Other services,2012-04-01,923461
225 CROSSWAYS REALTY LLC,Other services,2012-01-01,934050
225 CROSSWAYS REALTY LLC,Other services,2011-10-01,927260
225 CROSSWAYS REALTY LLC,Other services,2011-07-01,925646
225 CROSSWAYS REALTY LLC,Other services,2011-04-01,933847
225 CROSSWAYS REALTY LLC,Other services,2011-01-01,937902
225 CROSSWAYS REALTY LLC,Other services,2010-10-01,924532
225 CROSSWAYS REALTY LLC,Other services,2010-07-01,927540
225 CROSSWAYS REALTY LLC,Other services,2010-04-01,925396
225 CROSSWAYS REALTY LLC,Other services,2010-01-01,924215
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2022-01-01,1097977
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2021-10-01,1108709
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2021-07-01,1111177
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2021-04-01,1112084
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2021-01-01,1103256
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2020-10-01,1057860
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2020-07-01,1066760
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2020-04-01,1056454
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2020-01-01,1066802
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2019-10-01,994714
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2019-07-01,997859
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2019-04-01,985136
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2019-01-01,970569
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2018-10-01,972585
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2018-07-01,968444
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2018-04-01,966239
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2018-01-01,962112
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2017-10-01,959973
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2017-07-01,947756
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2017-04-01,940790
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2017-01-01,935123
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2016-10-01,926928
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2016-07-01,917396
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2016-04-01,911687
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2016-01-01,896614
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2015-10-01,887686
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2015-07-01,886629
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2015-04-01,883554
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2015-01-01,881356
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2014-10-01,876328
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2014-07-01,872315
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2014-04-01,868601
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2014-01-01,868220
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2013-10-01,863182
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2013-07-01,856714
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2013-04-01,850007
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2013-01-01,852237
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2012-10-01,849367
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2012-07-01,847435
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2012-04-01,846413
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2012-01-01,841577
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2011-10-01,836100
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2011-07-01,837225
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2011-04-01,840466
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2011-01-01,842164
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2010-10-01,841947
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2010-07-01,835789
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2010-04-01,834628
25 HOFFMAN LANE LTD,Food and beverages purchased for off-premises consumption,2010-01-01,838455
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2022-01-01,2171075
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2021-10-01,2152803
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2021-07-01,2152520
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2021-04-01,2143924
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2021-01-01,2142439
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2020-10-01,2132483
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2020-07-01,2130740
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2020-04-01,2128938
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2020-01-01,2104891
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2019-10-01,2111835
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2019-07-01,2105859
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2019-04-01,2095269
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2019-01-01,2095944
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2018-10-01,2096253
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2018-07-01,2082081
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2018-04-01,2080192
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2018-01-01,2071671
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2017-10-01,2067647
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2017-07-01,2052707
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2017-04-01,2054145
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2017-01-01,2036651
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2016-10-01,2049002
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2016-07-01,2056337
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2016-04-01,2050422
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2016-01-01,2041986
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2015-10-01,2035352
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2015-07-01,2039677
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2015-04-01,2036207
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2015-01-01,2047283
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2014-10-01,2039362
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2014-07-01,2028085
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2014-04-01,2038119
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2014-01-01,2051671
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2013-10-01,2041145
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2013-07-01,2027920
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2013-04-01,2031788
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2013-01-01,2033436
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2012-10-01,2018556
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2012-07-01,2024501
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2012-04-01,2017045
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2012-01-01,1998856
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2011-10-01,2016832
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2011-07-01,2025162
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2011-04-01,2016894
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2011-01-01,2017667
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2010-10-01,2026720
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2010-07-01,2018725
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2010-04-01,2004937
265 INDUSTRIAL WAY WEST EC LLC,Housing and utilities,2010-01-01,1994951
28 SOUTH TERMINAL DRIVE LLC,Health care,2022-01-01,2252896
28 SOUTH TERMINAL DRIVE LLC,Health care,2021-10-01,2240191
28 SOUTH TERMINAL DRIVE LLC,Health care,2021-07-01,2219848
28 SOUTH TERMINAL DRIVE LLC,Health care,2021-04-01,2193641
28 SOUTH TERMINAL DRIVE LLC,Health care,2021-01-01,2140696
28 SOUTH TERMINAL DRIVE LLC,Health care,2020-10-01,2164395
28 SOUTH TERMINAL DRIVE LLC,Health care,2020-07-01,2094537
28 SOUTH TERMINAL DRIVE LLC,Health care,2020-04-01,1782625
28 SOUTH TERMINAL DRIVE LLC,Health care,2020-01-01,2165668
28 SOUTH TERMINAL DRIVE LLC,Health care,2019-10-01,2263304
28 SOUTH TERMINAL DRIVE LLC,Health care,2019-07-01,2247533
28 SOUTH TERMINAL DRIVE LLC,Health care,2019-04-01,2238978
28 SOUTH TERMINAL DRIVE LLC,Health care,2019-01-01,2211498
28 SOUTH TERMINAL DRIVE LLC,Health care,2018-10-01,2180602
28 SOUTH TERMINAL DRIVE LLC,Health care,2018-07-01,2189326
28 SOUTH TERMINAL DRIVE LLC,Health care,2018-04-01,2160313
28 SOUTH TERMINAL DRIVE LLC,Health care,2018-01-01,2148573
28 SOUTH TERMINAL DRIVE LLC,Health care,2017-10-01,2134615
28 SOUTH TERMINAL DRIVE LLC,Health care,2017-07-01,2123084
28 SOUTH TERMINAL DRIVE LLC,Health care,2017-04-01,2097873
28 SOUTH TERMINAL DRIVE LLC,Health care,2017-01-01,2104448
28 SOUTH TERMINAL DRIVE LLC,Health care,2016-10-01,2090583
28 SOUTH TERMINAL DRIVE LLC,Health care,2016-07-01,2065059
28 SOUTH TERMINAL DRIVE LLC,Health care,2016-04-01,2075982
28 SOUTH TERMINAL DRIVE LLC,Health care,2016-01-01,2048196
28 SOUTH TERMINAL DRIVE LLC,Health care,2015-10-01,2016752
28 SOUTH TERMINAL DRIVE LLC,Health care,2015-07-01,2013136
28 SOUTH TERMINAL DRIVE LLC,Health care,2015-04-01,1982644
28 SOUTH TERMINAL DRIVE LLC,Health care,2015-01-01,1965737
28 SOUTH TERMINAL DRIVE LLC,Health care,2014-10-01,1945195
28 SOUTH TERMINAL DRIVE LLC,Health care,2014-07-01,1908554
28 SOUTH TERMINAL DRIVE LLC,Health care,2014-04-01,1875662
28 SOUTH TERMINAL DRIVE LLC,Health care,2014-01-01,1841599
28 SOUTH TERMINAL DRIVE LLC,Health care,2013-10-01,1851889
28 SOUTH TERMINAL DRIVE LLC,Health care,2013-07-01,1833087
28 SOUTH TERMINAL DRIVE LLC,Health care,2013-04-01,1828625
28 SOUTH TERMINAL DRIVE LLC,Health care,2013-01-01,1816841
28 SOUTH TERMINAL DRIVE LLC,Health care,2012-10-01,1826446
28 SOUTH TERMINAL DRIVE LLC,Health care,2012-07-01,1817785
28 SOUTH TERMINAL DRIVE LLC,Health care,2012-04-01,1817570
28 SOUTH TERMINAL DRIVE LLC,Health care,2012-01-01,1823373
28 SOUTH TERMINAL DRIVE LLC,Health care,2011-10-01,1798527
28 SOUTH TERMINAL DRIVE LLC,Health care,2011-07-01,1781910
28 SOUTH TERMINAL DRIVE LLC,Health care,2011-04-01,1787790
28 SOUTH TERMINAL DRIVE LLC,Health care,2011-01-01,1786551
28 SOUTH TERMINAL DRIVE LLC,Health care,2010-10-01,1780286
28 SOUTH TERMINAL DRIVE LLC,Health care,2010-07-01,1777561
28 SOUTH TERMINAL DRIVE LLC,Health care,2010-04-01,1752153
28 SOUTH TERMINAL DRIVE LLC,Health care,2010-01-01,1736761
333 CROSSWAYS REALTY LLC,Health care,2022-01-01,2252896
333 CROSSWAYS REALTY LLC,Health care,2021-10-01,2240191
333 CROSSWAYS REALTY LLC,Health care,2021-07-01,2219848
333 CROSSWAYS REALTY LLC,Health care,2021-04-01,2193641
333 CROSSWAYS REALTY LLC,Health care,2021-01-01,2140696
333 CROSSWAYS REALTY LLC,Health care,2020-10-01,2164395
333 CROSSWAYS REALTY LLC,Health care,2020-07-01,2094537
333 CROSSWAYS REALTY LLC,Health care,2020-04-01,1782625
333 CROSSWAYS REALTY LLC,Health care,2020-01-01,2165668
333 CROSSWAYS REALTY LLC,Health care,2019-10-01,2263304
333 CROSSWAYS REALTY LLC,Health care,2019-07-01,2247533
333 CROSSWAYS REALTY LLC,Health care,2019-04-01,2238978
333 CROSSWAYS REALTY LLC,Health care,2019-01-01,2211498
333 CROSSWAYS REALTY LLC,Health care,2018-10-01,2180602
333 CROSSWAYS REALTY LLC,Health care,2018-07-01,2189326
333 CROSSWAYS REALTY LLC,Health care,2018-04-01,2160313
333 CROSSWAYS REALTY LLC,Health care,2018-01-01,2148573
333 CROSSWAYS REALTY LLC,Health care,2017-10-01,2134615
333 CROSSWAYS REALTY LLC,Health care,2017-07-01,2123084
333 CROSSWAYS REALTY LLC,Health care,2017-04-01,2097873
333 CROSSWAYS REALTY LLC,Health care,2017-01-01,2104448
333 CROSSWAYS REALTY LLC,Health care,2016-10-01,2090583
333 CROSSWAYS REALTY LLC,Health care,2016-07-01,2065059
333 CROSSWAYS REALTY LLC,Health care,2016-04-01,2075982
333 CROSSWAYS REALTY LLC,Health care,2016-01-01,2048196
333 CROSSWAYS REALTY LLC,Health care,2015-10-01,2016752
333 CROSSWAYS REALTY LLC,Health care,2015-07-01,2013136
333 CROSSWAYS REALTY LLC,Health care,2015-04-01,1982644
333 CROSSWAYS REALTY LLC,Health care,2015-01-01,1965737
333 CROSSWAYS REALTY LLC,Health care,2014-10-01,1945195
333 CROSSWAYS REALTY LLC,Health care,2014-07-01,1908554
333 CROSSWAYS REALTY LLC,Health care,2014-04-01,1875662
333 CROSSWAYS REALTY LLC,Health care,2014-01-01,1841599
333 CROSSWAYS REALTY LLC,Health care,2013-10-01,1851889
333 CROSSWAYS REALTY LLC,Health care,2013-07-01,1833087
333 CROSSWAYS REALTY LLC,Health care,2013-04-01,1828625
333 CROSSWAYS REALTY LLC,Health care,2013-01-01,1816841
333 CROSSWAYS REALTY LLC,Health care,2012-10-01,1826446
333 CROSSWAYS REALTY LLC,Health care,2012-07-01,1817785
333 CROSSWAYS REALTY LLC,Health care,2012-04-01,1817570
333 CROSSWAYS REALTY LLC,Health care,2012-01-01,1823373
333 CROSSWAYS REALTY LLC,Health care,2011-10-01,1798527
333 CROSSWAYS REALTY LLC,Health care,2011-07-01,1781910
333 CROSSWAYS REALTY LLC,Health care,2011-04-01,1787790
333 CROSSWAYS REALTY LLC,Health care,2011-01-01,1786551
333 CROSSWAYS REALTY LLC,Health care,2010-10-01,1780286
333 CROSSWAYS REALTY LLC,Health care,2010-07-01,1777561
333 CROSSWAYS REALTY LLC,Health care,2010-04-01,1752153
333 CROSSWAYS REALTY LLC,Health care,2010-01-01,1736761
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2022-01-01,2252896
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2021-10-01,2240191
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2021-07-01,2219848
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2021-04-01,2193641
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2021-01-01,2140696
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2020-10-01,2164395
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2020-07-01,2094537
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2020-04-01,1782625
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2020-01-01,2165668
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2019-10-01,2263304
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2019-07-01,2247533
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2019-04-01,2238978
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2019-01-01,2211498
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2018-10-01,2180602
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2018-07-01,2189326
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2018-04-01,2160313
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2018-01-01,2148573
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2017-10-01,2134615
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2017-07-01,2123084
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2017-04-01,2097873
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2017-01-01,2104448
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2016-10-01,2090583
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2016-07-01,2065059
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2016-04-01,2075982
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2016-01-01,2048196
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2015-10-01,2016752
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2015-07-01,2013136
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2015-04-01,1982644
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2015-01-01,1965737
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2014-10-01,1945195
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2014-07-01,1908554
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2014-04-01,1875662
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2014-01-01,1841599
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2013-10-01,1851889
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2013-07-01,1833087
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2013-04-01,1828625
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2013-01-01,1816841
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2012-10-01,1826446
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2012-07-01,1817785
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2012-04-01,1817570
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2012-01-01,1823373
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2011-10-01,1798527
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2011-07-01,1781910
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2011-04-01,1787790
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2011-01-01,1786551
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2010-10-01,1780286
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2010-07-01,1777561
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2010-04-01,1752153
366 VETERANS MEMORIAL HIGHWAY LLC,Health care,2010-01-01,1736761
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2022-01-01,491534
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2021-10-01,496396
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2021-07-01,502326
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2021-04-01,517105
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2021-01-01,516969
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2020-10-01,467405
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2020-07-01,474316
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2020-04-01,415279
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2020-01-01,420597
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2019-10-01,421774
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2019-07-01,417465
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2019-04-01,411801
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2019-01-01,401731
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2018-10-01,401207
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2018-07-01,404619
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2018-04-01,398825
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2018-01-01,392180
4 SEASONS GLOBAL INC,Furnishings and durable household equipment,2017-10-01,386098
